,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
168659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,,
168673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,,
168751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,,
168817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,,
168955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,,
169122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,,
169372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,,,
169550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,,,
175558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,,,
176114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,,
176173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,,
176234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,,,
176242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,,
176348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,,
176620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,,,
176613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,,,
176685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,,,
177078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,,,
177128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,,,
177153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,,,
177156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,,,
177224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,,,
177225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,,
177220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,,
177642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,,,
177997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,,
177995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,,
178022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,,,
178083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,,
178119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,,
356734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,,,
178476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,,
178464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
178745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
179289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,,
180385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
180687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
180815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,,
180853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
181014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
181016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
181106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,,
181145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
181191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
181331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
181377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
181416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
181457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,,
181458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,,
181762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
182000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
183049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
184612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
184731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
185222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,,
186708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,,
186927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
186936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,,
186953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
187284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
187301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
187375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
187515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
187813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,,
187846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,,
187857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,,
187905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,,
187904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,,
187893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
187976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,,
188186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
188293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,,
188295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,,
188563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,,
188579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
188595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
188621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
188961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
188962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
188967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,,
189003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
188998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
189035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
189214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
189217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,,
189333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,,
189387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
189363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,,
189549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
189718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,,
189763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,,,,,,
189778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,,
189916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,,
189997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
189995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,,,,,
190049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
190037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
190039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
190017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
190041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
190071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
190141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
190124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
190291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
190332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,
190364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
190389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
190476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
190563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,
190562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
190561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
190569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
190581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,
190627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,
190656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,
190727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
190714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,
190800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,
190836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
190847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,
190856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
190984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,
190973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,
190962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,
190995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,
191068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
191070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
191066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
191077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
191099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
191152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,
191241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
191222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
191664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
191776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,
191872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
192102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,
192124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,
192087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
192185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,
192158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
192201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
192304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
192328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
192407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,
192515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
192589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
192657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
192688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
192715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,
192775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
192951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
192992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,
193139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
193174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
193308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,
193392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,
193380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,
193418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
193446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
193504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,
193728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,
197000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
196916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,
197330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
197388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
197748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
197843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,
197941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,
197954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,
198422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
198425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
198457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
198587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
198775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
198779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,
198833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
198900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
198971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
199150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
199173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,
199188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
199201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,
199225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
199276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
199259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
199457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
199563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,
199572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
199679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
199682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,
199868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
199844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,
199924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
199965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
199987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
200052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,
200045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
200820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
200138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
200162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
200208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,
200212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,
200204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
200275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
200269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
200263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
200300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
200264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
200367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,
200343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
200369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
200430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
200457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
200476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,
200534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,
200669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
200679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,,,,,
200711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
200815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
200817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
201002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
201077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
201188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
201243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
201211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
201301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
201295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,,
201411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
201409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
201458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
201469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,
201486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
201489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
201493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,,
201470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,
201471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,,
201545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,
201588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
201651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,
201635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,
201702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,
201650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
201736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
201744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
201750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
201717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,,,,
201830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,,,,
201836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,
201908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,
201888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
201943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
202007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
202005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
202000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
202027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
202046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
202066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
202071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,
202134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
202175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
202233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
202393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,
202389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,
202450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
202482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
202559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
202602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
202594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
202709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,,,,
202717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
202714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental,,,,,,,
202779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
202811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
202969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
203011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
203007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
203013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
203055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
203045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deliberate,,,,,,,
203075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
203109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
203114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
203147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Undetermined,,,,,,,
